marketplace_listing_title,vehicle_exterior_color,vehicle_fuel_type,vehicle_make_display_name,vehicle_transmission_type,kms,price,state,year,vehicle_model_display_name_0,performance_metrics,luxury,size,body_style,drivetrain,vehicle_model_display_name
2007 Toyota Hilux,white,PETROL,TOYOTA,AUTOMATIC,213656,13000,SA,2007,Hilux,3.0,2.0,4.0,Dual-Cab UTE,4WD,HILUX
2017 Mitsubishi Triton,grey,DIESEL,MITSUBISHI,AUTOMATIC,125000,24000,SA,2017,triton,3.5,2.5,4.0,Dual-Cab UTE,4WD,TRITON
2013 Toyota Corolla,white,PETROL,TOYOTA,AUTOMATIC,161000,15800,NSW,2013,Corolla,2.5,2.5,2.0,Sedan,FWD,COROLLA
2010 Subaru Tribeca,grey,PETROL,SUBARU,AUTOMATIC,174400,7900,NSW,2010,Tribeca,3.5,3.0,4.0,Large SUV,AWD,TRIBECA
2021 Dodge ram 1500 asv,grey,PETROL,DODGE,AUTOMATIC,89000,80000,NSW,2021,ram 1500 asv,4.0,3.5,5.0,Truck,4WD,1500
2017 Subaru XV,black,PETROL,SUBARU,AUTOMATIC,87000,17500,NSW,2017,XV,2.5,3.0,2.0,Compact SUV,AWD,XV
2022 Toyota Hilux rugged X,grey,DIESEL,TOYOTA,AUTOMATIC,55244,63800,NSW,2022,hilux rugged x,3.5,3.0,4.5,Dual-Cab UTE,4WD,HILUX-RUGGED-X
2014 Volkswagen Scirocco,blue,OTHER,VOLKSWAGEN,AUTOMATIC,70000,24500,NSW,2014,Scirocco,3.5,3.0,2.0,Hatchback,FWD,SCIROCCO
2016 BMW X4,white,PETROL,BMW,AUTOMATIC,160000,25000,VIC,2016,X4,3.5,4.0,3.0,SUV,AWD,X4
2009 Holden Commodore,white,OTHER,HOLDEN,AUTOMATIC,235000,4200,VIC,2009,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE
2008 KTM 450,black,OTHER,KTM,MANUAL,1111,4000,WA,2008,450,3.5,1.0,1.0,Motorcycle,4WD,450
2021 Ford transit,blue,DIESEL,FORD,AUTOMATIC,60000,41900,WA,2021,transit,3.0,1.5,5.0,Cargo Van,RWD,TRANSIT
2008 Honda Accord,brown,PETROL,HONDA,AUTOMATIC,236550,6000,WA,2008,Accord,3.0,3.5,3.0,Sedan,FWD,ACCORD
2012 Ford Ranger,white,DIESEL,FORD,MANUAL,214000,16000,WA,2012,Ranger,3.5,2.5,4.0,Dual-Cab UTE,4WD,RANGER
2009 Land Rover Discovery,blue,PETROL,LAND-ROVER,AUTOMATIC,317550,3800,WA,2009,Discovery,3.0,4.0,5.0,Large SUV,4WD,DISCOVERY
2008 Toyota Yaris,silver,PETROL,TOYOTA,AUTOMATIC,144000,6000,VIC,2008,Yaris,2.0,2.0,1.0,Hatchback,FWD,YARIS
2013 Ford Ranger,white,DIESEL,FORD,AUTOMATIC,198000,6500,WA,2013,Ranger,3.5,2.5,4,Dual-Cab UTE,4WD,RANGER
2014 Mercedes-Benz c250d,silver,DIESEL,MERCEDES-BENZ,AUTOMATIC,137700,15000,QLD,2014,c250d,3.5,4.0,3,Sedan,RWD,C250D
2011 BMW X3,white,DIESEL,BMW,AUTOMATIC,215000,3700,QLD,2011,X3,3.5,4.0,3.0,Compact SUV,AWD,X3
2014 Toyota Yaris,blue,OTHER,TOYOTA,AUTOMATIC,243000,5999,QLD,2014,Yaris,2.0,2.0,1.0,Hatchback,FWD,YARIS
2020 Holden Holden Colorado,white,DIESEL,HOLDEN,AUTOMATIC,92000,33500,QLD,2020,Holden Colorado,3.5,2.5,4,Dual-Cab UTE,4WD,COLORADO
2015 Audi A5,black,PETROL,AUDI,AUTOMATIC,118900,21000,QLD,2015,A5,3.5,4.0,3,Coupe,AWD,A5
2012 Toyota 4Runner,white,OTHER,TOYOTA,AUTOMATIC,260000,9000,QLD,2012,4Runner,3.0,2.5,4.0,Large SUV,4WD,4RUNNER
2010 Nissan Navara,grey,PETROL,NISSAN,AUTOMATIC,225000,3000,VIC,2010,Navara,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA
2003 MINI cooper,gold,PETROL,MINI,AUTOMATIC,203060,3750,VIC,2003,Cooper,3.5,3.5,1.5,Hatchback,FWD,COOPER
2021 Renault Master,white,DIESEL,RENAULT,AUTOMATIC,111000,37500,QLD,2021,Master,2.0,1.5,5.0,Cargo Van,FWD,MASTER
2024 KTM 300,orange,OTHER,KTM,MANUAL,1111,18500,VIC,2024,300,5.0,1.5,1.0,Motorcycle,4WD,300
2021 Mitsubishi Outlander,white,PETROL,MITSUBISHI,AUTOMATIC,76000,28500,VIC,2021,Outlander,2.5,2.5,4,Medium SUV,AWD,OUTLANDER
2003 Subaru Impreza,grey,PETROL,SUBARU,AUTOMATIC,286000,3300,VIC,2003,Impreza,3.0,2.0,2.0,Sedan,AWD,IMPREZA
2008 Toyota Corolla,white,PETROL,TOYOTA,AUTOMATIC,225000,5750,NSW,2008,Corolla,2.5,2.5,2.0,Sedan,FWD,COROLLA
2004 Toyota Corolla,silver,PETROL,TOYOTA,AUTOMATIC,270000,3600,NSW,2004,Corolla,2.0,2.5,2.0,Hatchback,FWD,COROLLA
2020 Mercedes-Benz GLA 45 S ,grey,PETROL,MERCEDES-BENZ,AUTOMATIC,53621,69880,NSW,2020,gla 45 s,4.5,4.0,2.0,Compact SUV,AWD,GLA-45-S
2015 Renault Kangoo,white,DIESEL,RENAULT,MANUAL,44500,15000,NSW,2015,Kangoo,2.0,2.0,3.0,Cargo Van,FWD,KANGOO
2017 KTM 350,white,OTHER,KTM,MANUAL,300,8500,NSW,2017,350,3.5,2.0,1.0,Dual-Cab UTE,4WD,350
2009 Suzuki Grand Vitara Automatic,grey,PETROL,SUZUKI,AUTOMATIC,150079,13750,SA,2009,grand vitara automatic,2.5,2.0,3.0,SUV,4WD,GRAND- keluarga
2023 MG MG3,black,PETROL,MG,AUTOMATIC,39000,14000,SA,2023,MG3,2.0,2.5,2.0,Hatchback,FWD,MG3
2010 Kia Rio,grey,PETROL,KIA,AUTOMATIC,73000,7400,SA,2010,Rio,2.0,2.0,1.0,Hatchback,FWD,RIO
2009 Subaru Impreza,white,PETROL,SUBARU,AUTOMATIC,224000,5500,NSW,2009,Impreza,2.5,2.0,2.0,Hatchback,AWD,IMPREZA
2017 Suzuki SV650,white,OTHER,SUZUKI,MANUAL,47000,7299,SA,2017,SV650,3.5,1.5,1.0,Motorcycle,RWD,SV650
2018 Jeep Cherokee Blackhawk (4x4),black,PETROL,JEEP,AUTOMATIC,184000,12000,WA,2018,cherokee blackhawk (4x4),3.2,3.5,3,Medium SUV,4WD,CHEROKEE
2010 Mazda CX-7,grey,PETROL,MAZDA,AUTOMATIC,201495,5000,SA,2010,CX-7,3.0,3.0,3.0,SUV,AWD,CX-7
2006 KTM 640,orange,OTHER,KTM,MANUAL,51638,4900,SA,2006,640,3.5,1.5,1.0,Motorcycle,4WD,640
2014 Kia Cerato,black,PETROL,KIA,AUTOMATIC,220000,6800,SA,2014,Cerato,2.5,2.5,2,Sedan,FWD,CERATO
2020 BMW X1,black,DIESEL,BMW,AUTOMATIC,89700,26997,WA,2020,X1,3.0,3.5,2.0,Compact SUV,AWD,X1
2020 Toyota Landcruiser 200,white,DIESEL,TOYOTA,AUTOMATIC,145680,79970,SA,2020,Landcruiser 200,3.8,4.0,5.0,Large SUV,4WD,LANDCRUISER-200
2013 Mitsubishi Lancer,white,PETROL,MITSUBISHI,MANUAL,162832,9000,QLD,2013,Lancer,2.5,2.0,2.0,Sedan,FWD,LANCER
2023 Ford Ranger,black,DIESEL,FORD,AUTOMATIC,30574,55990,QLD,2023,Ranger,4.0,3.5,4.0,Dual-Cab UTE,4WD,RANGER
2019 Mercedes-Benz x350d,black,DIESEL,MERCEDES-BENZ,AUTOMATIC,80000,53000,QLD,2019,x350d,4.0,4.0,4.0,Dual-Cab UTE,4WD,X350D
2017 KTM EXC,orange,OTHER,KTM,MANUAL,300,7500,VIC,2017,EXC,4.2,2.5,1.5,Motorcycle,4WD,EXC
2021 Toyota Hilux,grey,DIESEL,TOYOTA,AUTOMATIC,54325,59900,VIC,2021,Hilux,3.5,2.5,4.0,Dual-Cab UTE,4WD,HILUX
2016 Toyota Hilux,silver,DIESEL,TOYOTA,AUTOMATIC,220924,29500,VIC,2016,Hilux,3.5,2.5,4,Dual-Cab UTE,4WD,HILUX
2014 KTM 450,orange,OTHER,KTM,MANUAL,300,3500,NSW,2014,450,4.5,2.0,1.0,Dual-Cab UTE,4WD,450
2017 Suzuki GSX-R,blue,OTHER,SUZUKI,MANUAL,8500,16500,NSW,2017,GSX-R,4.5,2.0,1.0,Motorbike,RWD,GSX-R
2017 KTM 250,orange,OTHER,KTM,MANUAL,8600,4750,NSW,2017,250,3.5,1.5,1.0,Motorcycle,N/A,250
2008 Holden Commodore,red,PETROL,HOLDEN,AUTOMATIC,320000,2500,VIC,2008,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE
2003 Ford Falcon,red,PETROL,FORD,MANUAL,190000,7000,NSW,2003,Falcon,3.0,2.5,4.0,Sedan,RWD,FALCON
2006 Nissan Patrol,gold,DIESEL,NISSAN,AUTOMATIC,216000,30000,NSW,2006,Patrol,3.0,2.5,4.0,Large SUV,4WD,PATROL
2011 Ford Falcon,blue,PETROL,FORD,AUTOMATIC,230000,5000,NSW,2011,Falcon,3.5,2.5,4.0,Sedan,RWD,FALCON
2023 BMW s1000rr sport,red,OTHER,BMW,MANUAL,7000,27000,NSW,2023,s1000rr sport,5.0,4.5,1.0,Coupe,RWD,S1000RR
2013 Volkswagen Golf,white,PETROL,VOLKSWAGEN,AUTOMATIC,170000,3000,WA,2013,Golf,3.2,3.5,2,Hatchback,FWD,GOLF
2014 BMW S 1000,purple,OTHER,BMW,MANUAL,26500,19000,WA,2014,S 1000,4.5,4.0,2.0,Sedan,RWD,S-1000
2013 Mercedes-Benz Sprinter,white,DIESEL,MERCEDES-BENZ,AUTOMATIC,532000,15000,SA,2013,Sprinter,2.5,3.0,5.0,Cargo Van,RWD,SPRINTER
2006 Suzuki Swift,red,PETROL,SUZUKI,AUTOMATIC,144256,7200,SA,2006,Swift,2.5,2.0,1.0,Hatchback,FWD,SWIFT
2015 Mercedes-Benz CLA 200,white,PETROL,MERCEDES-BENZ,AUTOMATIC,130000,25000,SA,2015,cla-class,3.0,4.0,2.0,Coupe,FWD,CLA-200
2008 Subaru Forester,blue,PETROL,SUBARU,MANUAL,261000,3900,NSW,2008,Forester,3.0,2.5,3.0,SUV,AWD,FORESTER
2012 Nissan Navara,white,DIESEL,NISSAN,AUTOMATIC,380000,6500,WA,2012,Navara,3.0,2.0,4.0,Dual-Cab UTE,4WD,NAVARA
2021 Suzuki V-Strom,blue,OTHER,SUZUKI,MANUAL,29600,13250,QLD,2021,V-Strom,3.5,2.5,3.0,Motorcycle,4WD,V-STROM
2019 Toyota Landcruiser Prado,silver,DIESEL,TOYOTA,AUTOMATIC,114024,58000,WA,2019,Landcruiser Prado,3.0,3.5,4.0,Large SUV,4WD,LANDCRUISER-PRADO
2023 BMW X3,grey,PETROL,BMW,AUTOMATIC,20245,78000,QLD,2023,X3,3.5,4.0,3.0,Medium SUV,AWD,X3
2010 HINO wide,white,DIESEL,HINO,MANUAL,496000,17000,QLD,2010,wide,1.0,1.0,5.0,Truck,RWD,WIDE
2014 Jeep Wrangler,black,PETROL,JEEP,AUTOMATIC,140000,23000,QLD,2014,Wrangler,3.5,2.5,4,SUV,4WD,WRANGLER
2019 Nissan X-Trail,white,DIESEL,NISSAN,AUTOMATIC,143000,13700,NSW,2019,X-Trail,2.5,3.0,3.0,Medium SUV,4WD,X-TRAIL
2013 Subaru BRZ,white,OTHER,SUBARU,MANUAL,95000,15000,NSW,2013,BRZ,3.5,2.5,2,Coupe,RWD,BRZ
2019 Toyota Tarago,silver,PETROL,TOYOTA,AUTOMATIC,324100,29888,NSW,2019,tarago,3.0,3.0,4.0,People mover,FWD,TARAGO
2002 Isuzu NPR300,white,DIESEL,ISUZU,MANUAL,200000,10000,NSW,2002,npr300,2.0,1.0,5.0,Truck,RWD,NPR300
2001 Toyota Celica,black,PETROL,TOYOTA,MANUAL,229000,8900,NSW,2001,Celica,3.2,2.5,2,Liftback,FWD,CELICA
2008 Toyota Yaris,black,PETROL,TOYOTA,AUTOMATIC,80712,8500,NSW,2008,Yaris,2.0,2.0,1.0,Hatchback,FWD,YARIS
2013 Suzuki DR,white,OTHER,SUZUKI,MANUAL,23000,6500,VIC,2013,DR,2.0,1.5,1.0,Hatchback,FWD,DR
2017 Mazda CX-3,grey,PETROL,MAZDA,AUTOMATIC,54000,18900,VIC,2017,CX-3,2.5,3.5,2,Compact SUV,FWD,CX-3
2018 Mercedes-Benz Valente,black,DIESEL,MERCEDES-BENZ,AUTOMATIC,180000,43000,VIC,2018,Valente,2.5,3.5,5,Passenger van,RWD,VALENTE
2004 Ford Transit,white,DIESEL,FORD,MANUAL,332000,7250,VIC,2004,transit,2.0,1.5,4.5,Cargo van,RWD,TRANSIT
2017 Volkswagen Golf,grey,PETROL,VOLKSWAGEN,AUTOMATIC,89000,16900,VIC,2017,Golf,3.0,3.5,2.0,Hatchback,FWD,GOLF
2017 Jeep Grand Cherokee,black,PETROL,JEEP,AUTOMATIC,112000,16500,VIC,2017,Grand Cherokee,3.5,3.5,4.0,Large SUV,4WD,GRAND-CHEROKEE
2019 KTM 250,orange,OTHER,KTM,AUTOMATIC,337,3800,VIC,2019,250,4.5,3.0,1.0,Motorcycle,2WD,250
2012 Mazda CX-5,blue,PETROL,MAZDA,AUTOMATIC,225000,9500,VIC,2012,CX-5,2.5,3.0,3.0,Compact SUV,AWD,CX-5
2014 HSV GTS,black,PETROL,HSV,AUTOMATIC,56000,100000,VIC,2014,GTS,4.5,4.0,4.0,Sedan,RWD,GTS
2011 Volkswagen Amarok,white,DIESEL,VOLKSWAGEN,MANUAL,171000,23000,SA,2011,Amarok,3.5,2.5,4.5,Dual-Cab UTE,4WD,AMAROK
2022 Mazda CX-5,beige,PETROL,MAZDA,AUTOMATIC,15800,42000,SA,2022,CX-5,3.5,3.8,3,Medium SUV,AWD,CX-5
2017 Mazda Mazda3,black,PETROL,MAZDA,AUTOMATIC,100429,14990,SA,2017,Mazda3,3.2,3.5,2,Hatchback,FWD,3
2024 Toyota Hilux,white,DIESEL,TOYOTA,MANUAL,36177,49990,SA,2024,Hilux,3.5,2.5,4,Dual-Cab UTE,4WD,HILUX
2021 Toyota Landcruiser 200,silver,DIESEL,TOYOTA,AUTOMATIC,106000,112500,SA,2021,Landcruiser 200,3.5,3.5,5,Large SUV,4WD,LANDCRUISER-200
2024 Honda PCX,blue,OTHER,HONDA,AUTOMATIC,8400,3800,WA,2024,PCX,1.0,2.0,1.0,Scooter,Automatic,PCX
2019 Toyota Hilux,white,DIESEL,TOYOTA,AUTOMATIC,287000,29440,WA,2019,Hilux,3.5,3.0,4.0,Dual-Cab UTE,4WD,HILUX
2020 Mazda BT-50,brown,DIESEL,MAZDA,AUTOMATIC,57861,21999,WA,2020,BT-50,3.0,3.5,4.0,Dual-Cab UTE,4WD,BT-50
2015 BMW 340i,white,PETROL,BMW,AUTOMATIC,115000,33000,WA,2015,series 3,4.5,4.5,3.0,Sedan,RWD,340I
2008 Mercedes-Benz Vito,grey,DIESEL,MERCEDES-BENZ,MANUAL,282000,15500,QLD,2008,Vito,2.0,3.5,4.0,Cargo Van,RWD,VITO
2011 Mitsubishi ASX,grey,DIESEL,MITSUBISHI,MANUAL,206007,8000,SA,2011,ASX,2.5,2.0,2.0,Compact SUV,AWD,ASX
2011 Hyundai Elantra,silver,PETROL,HYUNDAI,AUTOMATIC,174000,6500,SA,2011,Elantra,2.5,2.5,2.0,Sedan,FWD,ELANTRA
2013 Volkswagen Touareg,grey,DIESEL,VOLKSWAGEN,AUTOMATIC,166000,17000,SA,2013,Touareg,3.5,4.0,4,SUV,4WD,TOUAREG
2015 Holden Commodore,silver,PETROL,HOLDEN,AUTOMATIC,295000,17000,SA,2015,Commodore,3.5,2.5,4,Sedan,RWD,COMMODORE
2012 Isuzu giga,white,DIESEL,ISUZU,MANUAL,630493,126999,QLD,2012,giga,3.5,1.0,5.0,Truck,4WD,GIGA
2016 Suzuki LT,yellow,OTHER,SUZUKI,AUTOMATIC,300,3000,QLD,2016,LT,2.0,2.0,2.0,Compact SUV,4WD,LT
2016 Nissan Navara,white,DIESEL,NISSAN,MANUAL,263000,20000,QLD,2016,Navara,3.5,3.0,4.0,Dual-Cab UTE,4WD,NAVARA
2023 Toyota Fortuner,white,DIESEL,TOYOTA,AUTOMATIC,50000,57500,VIC,2023,Fortuner,3.5,3.0,4,Large SUV,4WD,FORTUNER
2010 Ford Falcon,blue,PETROL,FORD,AUTOMATIC,1000,3000,VIC,2010,Falcon,3.0,2.5,4.0,Sedan,RWD,FALCON
2008 Toyota Yaris,black,PETROL,TOYOTA,MANUAL,236000,2800,NSW,2008,Yaris,2.0,2.0,1.0,Hatchback,FWD,YARIS
2014 Hyundai Hyundai iLOAD,silver,DIESEL,HYUNDAI,MANUAL,206000,12249,NSW,2014,Hyundai iLOAD,2.0,1.5,4.0,Cargo Van,RWD,Iload
2016 Hyundai Tucson,white,PETROL,HYUNDAI,AUTOMATIC,193000,14500,NSW,2016,Tucson,2.5,3.5,3,Compact SUV,FWD,TUCSON
2018 Suzuki RMX450,yellow,OTHER,SUZUKI,MANUAL,3921,3000,NSW,2018,RMX450,3.5,1.5,1.0,Dual-Cab UTE,4WD,RMX450
2003 Holden Commodore,green,PETROL,HOLDEN,AUTOMATIC,300,6100,WA,2003,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE
2011 Ford Falcon,white,OTHER,FORD,AUTOMATIC,248000,5500,WA,2011,Falcon,3.5,2.5,4.0,Sedan,RWD,FALCON
2012 BMW 1200 RT,white,OTHER,BMW,MANUAL,60000,7985,WA,2012,1200 RT,3.5,4.0,3.0,Motorcycle,RWD,1200-RT
2012 Hyundai Veloster,black,PETROL,HYUNDAI,AUTOMATIC,100000,11800,WA,2012,Veloster,2.5,2.5,2,Liftback,FWD,VELOSTER
2001 Toyota coaster,white,OTHER,TOYOTA,MANUAL,250000,75000,WA,2001,coaster,2.0,1.0,5.0,Bus,RWD,COASTER
2024 KTM SX,orange,OTHER,KTM,MANUAL,600,12500,WA,2024,SX,5.0,1.0,1.0,Motorcycle,4WD,SX
2013 Hyundai Elantra,blue,PETROL,HYUNDAI,AUTOMATIC,220000,5500,WA,2013,Elantra,2.5,3.0,2.0,Sedan,FWD,ELANTRA
2012 Toyota RAV4,red,PETROL,TOYOTA,AUTOMATIC,235738,10000,SA,2012,RAV4,2.5,2.5,3.0,Compact SUV,AWD,RAV4
2012 BMW 320d,silver,DIESEL,BMW,AUTOMATIC,260000,8000,NSW,2012,series 3,3.5,4.0,3.0,Sedan,RWD,320D
2010 Nissan Navara,blue,DIESEL,NISSAN,MANUAL,253418,4500,NSW,2010,Navara,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA
2000 Mitsubishi Lancer,grey,PETROL,MITSUBISHI,AUTOMATIC,161000,5000,NSW,2000,Lancer,2.5,2.0,2.0,Sedan,FWD,LANCER
2022 Dodge Ram ,black,PETROL,DODGE,AUTOMATIC,50000,110000,NSW,2022,ram,4.5,4.0,5.0,Truck,4WD,RAM
2014 Mazda Mazda2,white,PETROL,MAZDA,AUTOMATIC,132000,13500,NSW,2014,Mazda2,2.5,2.0,1.5,Hatchback,FWD,MAZDA2
2008 Holden Commodore,silver,PETROL,HOLDEN,AUTOMATIC,240000,15000,SA,2008,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE
2016 Ford Mustang,grey,OTHER,FORD,MANUAL,80000,55000,SA,2016,Mustang,4.5,3.5,4,Coupe,RWD,MUSTANG
2014 Ford transit,white,DIESEL,FORD,MANUAL,295000,23000,SA,2014,transit,2.0,1.5,4.5,Cargo Van,RWD,TRANSIT
2000 Holden Commodore,white,PETROL,HOLDEN,AUTOMATIC,12345,14000,SA,2000,Commodore,3.5,2.5,4,Sedan,RWD,COMMODORE
2020 BMW R Series,black,OTHER,BMW,MANUAL,5100,18300,QLD,2020,R Series,4.2,4.5,3.0,Sedan,RWD,R-SERIES
2013 Ford Ranger,white,DIESEL,FORD,MANUAL,245000,22500,SA,2013,Ranger,3.5,2.5,4,Dual-Cab UTE,4WD,RANGER
2006 Nissan Navara,orange,OTHER,NISSAN,AUTOMATIC,238000,11500,QLD,2006,Navara,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA
2013 Holden Caprice,silver,PETROL,HOLDEN,AUTOMATIC,173000,49500,QLD,2013,Caprice,3.5,4.0,4.5,Sedan,RWD,CAPRICE
2007 Nissan Navara,blue,DIESEL,NISSAN,AUTOMATIC,253000,3000,QLD,2007,Navara,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA
2015 Jeep Grand Cherokee,white,DIESEL,JEEP,AUTOMATIC,170000,5000,QLD,2015,Grand Cherokee,3.5,3.5,4,Large SUV,4WD,GRAND-CHEROKEE
2018 Mazda BT-50,white,DIESEL,MAZDA,AUTOMATIC,112000,30000,QLD,2018,BT-50,3.5,2.5,4,Dual-Cab UTE,4WD,BT-50
2016 Toyota Hilux,silver,DIESEL,TOYOTA,MANUAL,97888,44000,SA,2016,Hilux,3.5,2.5,4,Dual-Cab UTE,4WD,HILUX
2010 Ford Falcon,white,PETROL,FORD,AUTOMATIC,260000,6000,QLD,2010,Falcon,3.0,2.5,4.0,Sedan,RWD,FALCON
2010 Hyundai i30,blue,DIESEL,HYUNDAI,AUTOMATIC,85000,7800,VIC,2010,i30,2.5,2.0,2.0,Hatchback,FWD,I30
2023 Isuzu N Series 45-150,white,DIESEL,ISUZU,AUTOMATIC,59000,55000,VIC,2023,n series 45-150,3.0,1.5,5.0,Truck,RWD,N-SERIES-45-150
2013 BMW M 328i ,grey,OTHER,BMW,AUTOMATIC,166000,18000,VIC,2013,m 328i,3.8,4.0,3.0,Sedan,RWD,328I
2008 Nissan GT-R,white,OTHER,NISSAN,AUTOMATIC,77800,108000,VIC,2008,GT-R,4.8,4.0,3.5,Coupe,AWD,GT-R
2015 Toyota Hilux,white,DIESEL,TOYOTA,AUTOMATIC,288489,23000,VIC,2015,Hilux,3.0,2.5,4.0,Dual-Cab UTE,4WD,HILUX
2010 Kia cerato-sli,white,PETROL,KIA,AUTOMATIC,147000,6750,VIC,2010,cerato-sli,2.5,3.0,2.0,Sedan,FWD,CERATO
2023 KTM 200,black,OTHER,KTM,MANUAL,37000,3500,VIC,2023,200,2.5,2.0,1.0,Motorcycle,Chain,200
2013 KTM 350,orange,OTHER,KTM,MANUAL,6700,4500,VIC,2013,350,5,1,1,Motorcycle,4WD,350
2015 Hyundai iMax,silver,PETROL,HYUNDAI,AUTOMATIC,162000,18500,WA,2015,iMax,2.5,2.5,5,Passenger van,RWD,IMAX
2009 Jeep Wrangler,yellow,PETROL,JEEP,MANUAL,187873,16999,VIC,2009,Wrangler,2.5,2.0,3.0,SUV,4WD,WRANGLER
2013 Mercedes-Benz C200,silver,PETROL,MERCEDES-BENZ,AUTOMATIC,176000,5500,WA,2013,c-class,3.5,4.0,3.0,Sedan,RWD,C200
2014 Ford Territory,grey,DIESEL,FORD,AUTOMATIC,340000,4400,WA,2014,Territory,3.0,3.0,4.0,Large SUV,RWD,TERRITORY
2016 Toyota Hiace,white,DIESEL,TOYOTA,AUTOMATIC,285000,18900,WA,2016,Hiace,2.0,1.5,5.0,Cargo van,RWD,HIACE
2020 Ford Ranger,white,DIESEL,FORD,AUTOMATIC,198542,25895,WA,2020,Ranger,3.8,3.2,4.0,Dual-Cab UTE,4WD,RANGER
2012 Toyota Camry,white,PETROL,TOYOTA,AUTOMATIC,131196,17000,WA,2012,Camry,3.0,3.0,3.0,Sedan,FWD,CAMRY
2003 Isuzu npr 250,white,DIESEL,ISUZU,AUTOMATIC,234000,17000,WA,2003,npr 250,2.5,1.5,4.0,Truck,RWD,NPR-250
2017 Honda PCX,yellow,OTHER,HONDA,MANUAL,52000,2750,NSW,2017,PCX,2.5,2.0,1.0,Scooter,CVT,PCX
2010 Volkswagen Transporter,white,DIESEL,VOLKSWAGEN,AUTOMATIC,278000,10000,NSW,2010,transporter,2.5,2.5,4.0,Cargo van,FWD,TRANSPORTER
2009 Honda Jazz,white,OTHER,HONDA,AUTOMATIC,84000,6999,QLD,2009,Jazz,2.0,2.5,1.0,Hatchback,FWD,JAZZ
2003 Mitsubishi Lancer,silver,PETROL,MITSUBISHI,AUTOMATIC,250000,3000,SA,2003,Lancer,2.5,2.0,2.0,Sedan,FWD,LANCER
2012 Honda PCX,white,OTHER,HONDA,AUTOMATIC,12345,3000,SA,2012,PCX,2.0,2.0,1.0,Scooter,Automatic,PCX
2010 Volkswagen Golf,grey,OTHER,VOLKSWAGEN,MANUAL,165000,11000,SA,2010,Golf,2.5,3.0,2.0,Hatchback,FWD,GOLF
2006 Holden Commodore,blue,PETROL,HOLDEN,AUTOMATIC,209211,9000,SA,2006,Commodore,3.5,2.5,4,Sedan,RWD,COMMODORE
2015 Honda HR-V,blue,PETROL,HONDA,AUTOMATIC,203000,12900,SA,2015,HR-V,2.5,3.0,2.0,Compact SUV,FWD,HR-V
2013 FIAT 500,white,PETROL,FIAT,AUTOMATIC,105700,7200,SA,2013,500,2.5,3.0,1.0,Hatchback,FWD,500
2009 Toyota Corolla,black,PETROL,TOYOTA,AUTOMATIC,300,4900,SA,2009,Corolla,2.5,2.0,2.0,Hatchback,FWD,COROLLA
2008 Toyota Kluger,silver,PETROL,TOYOTA,AUTOMATIC,408000,5500,SA,2008,kluger,3.0,3.0,4.0,Large SUV,AWD,KLUGER
2015 Audi A3,white,OTHER,AUDI,AUTOMATIC,106100,13999,QLD,2015,A3,3.0,4.0,2.0,Sedan,FWD,A3
2012 Isuzu fvdjzd11,white,DIESEL,ISUZU,MANUAL,410459,95000,QLD,2012,fvdjzd11,2.5,1.0,5.0,Truck,4WD,FVDJZD11
2012 Kia Sportage,white,PETROL,KIA,AUTOMATIC,147000,6800,QLD,2012,Sportage,2.5,2.5,3.0,Compact SUV,FWD,SPORTAGE
2017 Subaru WRX,white,PETROL,SUBARU,AUTOMATIC,126000,24000,NSW,2017,WRX,4.0,2.5,2,Sedan,AWD,WRX
2006 Toyota Corolla,white,PETROL,TOYOTA,MANUAL,185000,5000,NSW,2006,Corolla,2.5,2.0,2.0,Sedan,FWD,COROLLA
2007 Toyota Corolla,silver,PETROL,TOYOTA,AUTOMATIC,166000,5900,NSW,2007,Corolla,2.5,2.0,2,Hatchback,FWD,COROLLA
2015 Ford Everest,white,DIESEL,FORD,AUTOMATIC,160000,22500,VIC,2015,Everest,3.0,3.0,4.0,Large SUV,4WD,EVEREST
2012 Suzuki Swift,red,PETROL,SUZUKI,AUTOMATIC,205000,8000,VIC,2012,Swift,2.5,2.0,1.5,Hatchback,FWD,SWIFT
2010 Toyota Camry,silver,HYBRID,TOYOTA,AUTOMATIC,625000,3500,VIC,2010,Camry,3.0,3.5,3.0,Sedan,FWD,CAMRY
2014 BMW X5,white,DIESEL,BMW,AUTOMATIC,144550,16500,VIC,2014,X5,3.5,4.0,4.0,Large SUV,AWD,X5
2003 Suzuki DR-Z,yellow,OTHER,SUZUKI,MANUAL,10000,3000,VIC,2003,DR-Z,2.5,1.5,1.0,Motorcycle,4WD,DR-Z
2015 Ford Ranger,grey,DIESEL,FORD,AUTOMATIC,164000,30000,WA,2015,Ranger,3.5,3.0,4.0,Dual-Cab UTE,4WD,RANGER
