marketplace_listing_title,vehicle_exterior_color,vehicle_fuel_type,vehicle_make_display_name,vehicle_transmission_type,kms,price,state,year,vehicle_model_display_name_0,performance_metrics,luxury,size,body_style,drivetrain,vehicle_model_display_name,description
2013 Mercedes-Benz Sprinter,white,DIESEL,MERCEDES-BENZ,AUTOMATIC,532000,15000,SA,2013,Sprinter,2.5,3.0,5.0,Cargo Van,RWD,SPRINTER,SPRINTER
2006 Suzuki Swift,red,PETROL,SUZUKI,AUTOMATIC,144256,7200,SA,2006,Swift,2.5,2.0,1.0,Hatchback,FWD,SWIFT,SWIFT
2015 Mercedes-Benz CLA 200,white,PETROL,MERCEDES-BENZ,AUTOMATIC,130000,25000,SA,2015,cla-class,3.0,4.0,2.0,Coupe,FWD,CLA,CLA-200
2008 Subaru Forester,blue,PETROL,SUBARU,MANUAL,261000,3900,NSW,2008,Forester,3.0,2.5,3.0,SUV,AWD,FORESTER,FORESTER
2012 Nissan Navara,white,DIESEL,NISSAN,AUTOMATIC,380000,6500,WA,2012,Navara,3.0,2.0,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2019 Toyota Landcruiser Prado,silver,DIESEL,TOYOTA,AUTOMATIC,114024,58000,WA,2019,Landcruiser Prado,3.0,3.5,4.0,Large SUV,4WD,LANDCRUISER,LANDCRUISER-PRADO
2023 BMW X3,grey,PETROL,BMW,AUTOMATIC,20245,78000,QLD,2023,X3,3.5,4.0,3.0,Medium SUV,AWD,X3,X3
2014 Jeep Wrangler,black,PETROL,JEEP,AUTOMATIC,140000,23000,QLD,2014,Wrangler,3.5,2.5,4.0,SUV,4WD,WRANGLER,WRANGLER
2019 Nissan X-Trail,white,DIESEL,NISSAN,AUTOMATIC,143000,13700,NSW,2019,X-Trail,2.5,3.0,3.0,Medium SUV,4WD,X-TRAIL,X-TRAIL
2013 Subaru BRZ,white,OTHER,SUBARU,MANUAL,95000,15000,NSW,2013,BRZ,3.5,2.5,2.0,Coupe,RWD,BRZ,BRZ
2008 Toyota Yaris,black,PETROL,TOYOTA,AUTOMATIC,80712,8500,NSW,2008,Yaris,2.0,2.0,1.0,Hatchback,FWD,YARIS,YARIS
2017 Mazda CX-3,grey,PETROL,MAZDA,AUTOMATIC,54000,18900,VIC,2017,CX-3,2.5,3.5,2.0,Compact SUV,FWD,CX-3,CX-3
2004 Ford Transit,white,DIESEL,FORD,MANUAL,332000,7250,VIC,2004,transit,2.0,1.5,4.5,Cargo van,RWD,TRANSIT,TRANSIT
2017 Volkswagen Golf,grey,PETROL,VOLKSWAGEN,AUTOMATIC,89000,16900,VIC,2017,Golf,3.0,3.5,2.0,Hatchback,FWD,GOLF,GOLF
2017 Jeep Grand Cherokee,black,PETROL,JEEP,AUTOMATIC,112000,16500,VIC,2017,Grand Cherokee,3.5,3.5,4.0,Large SUV,4WD,GRAND-CHEROKEE,GRAND-CHEROKEE
2012 Mazda CX-5,blue,PETROL,MAZDA,AUTOMATIC,225000,9500,VIC,2012,CX-5,2.5,3.0,3.0,Compact SUV,AWD,CX-5,CX-5
2014 HSV GTS,black,PETROL,HSV,AUTOMATIC,56000,100000,VIC,2014,GTS,4.5,4.0,4.0,Sedan,RWD,GTS,GTS
2011 Volkswagen Amarok,white,DIESEL,VOLKSWAGEN,MANUAL,171000,23000,SA,2011,Amarok,3.5,2.5,4.5,Dual-Cab UTE,4WD,AMAROK,AMAROK
2022 Mazda CX-5,beige,PETROL,MAZDA,AUTOMATIC,15800,42000,SA,2022,CX-5,3.5,3.8,3.0,Medium SUV,AWD,CX-5,CX-5
2024 Toyota Hilux,white,DIESEL,TOYOTA,MANUAL,36177,49990,SA,2024,Hilux,3.5,2.5,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2021 Toyota Landcruiser 200,silver,DIESEL,TOYOTA,AUTOMATIC,106000,112500,SA,2021,Landcruiser 200,3.5,3.5,5.0,Large SUV,4WD,LANDCRUISER,LANDCRUISER-200
2019 Toyota Hilux,white,DIESEL,TOYOTA,AUTOMATIC,287000,29440,WA,2019,Hilux,3.5,3.0,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2020 Mazda BT-50,brown,DIESEL,MAZDA,AUTOMATIC,57861,21999,WA,2020,BT-50,3.0,3.5,4.0,Dual-Cab UTE,4WD,BT-50,BT-50
2008 Mercedes-Benz Vito,grey,DIESEL,MERCEDES-BENZ,MANUAL,282000,15500,QLD,2008,Vito,2.0,3.5,4.0,Cargo Van,RWD,VITO,VITO
2011 Mitsubishi ASX,grey,DIESEL,MITSUBISHI,MANUAL,206007,8000,SA,2011,ASX,2.5,2.0,2.0,Compact SUV,AWD,ASX,ASX
2011 Hyundai Elantra,silver,PETROL,HYUNDAI,AUTOMATIC,174000,6500,SA,2011,Elantra,2.5,2.5,2.0,Sedan,FWD,ELANTRA,ELANTRA
2013 Volkswagen Touareg,grey,DIESEL,VOLKSWAGEN,AUTOMATIC,166000,17000,SA,2013,Touareg,3.5,4.0,4.0,SUV,4WD,TOUAREG,TOUAREG
2015 Holden Commodore,silver,PETROL,HOLDEN,AUTOMATIC,295000,17000,SA,2015,Commodore,3.5,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2016 Nissan Navara,white,DIESEL,NISSAN,MANUAL,263000,20000,QLD,2016,Navara,3.5,3.0,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2023 Toyota Fortuner,white,DIESEL,TOYOTA,AUTOMATIC,50000,57500,VIC,2023,Fortuner,3.5,3.0,4.0,Large SUV,4WD,FORTUNER,FORTUNER
2010 Ford Falcon,blue,PETROL,FORD,AUTOMATIC,1000,3000,VIC,2010,Falcon,3.0,2.5,4.0,Sedan,RWD,FALCON,FALCON
2008 Toyota Yaris,black,PETROL,TOYOTA,MANUAL,236000,2800,NSW,2008,Yaris,2.0,2.0,1.0,Hatchback,FWD,YARIS,YARIS
2014 Hyundai Hyundai iLOAD,silver,DIESEL,HYUNDAI,MANUAL,206000,12249,NSW,2014,Hyundai iLOAD,2.0,1.5,4.0,Cargo Van,RWD,ILOAD,Iload
2016 Hyundai Tucson,white,PETROL,HYUNDAI,AUTOMATIC,193000,14500,NSW,2016,Tucson,2.5,3.5,3.0,Compact SUV,FWD,TUCSON,TUCSON
2003 Holden Commodore,green,PETROL,HOLDEN,AUTOMATIC,300,6100,WA,2003,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2011 Ford Falcon,white,OTHER,FORD,AUTOMATIC,248000,5500,WA,2011,Falcon,3.5,2.5,4.0,Sedan,RWD,FALCON,FALCON
2012 Hyundai Veloster,black,PETROL,HYUNDAI,AUTOMATIC,100000,11800,WA,2012,Veloster,2.5,2.5,2.0,Liftback,FWD,VELOSTER,VELOSTER
2013 Hyundai Elantra,blue,PETROL,HYUNDAI,AUTOMATIC,220000,5500,WA,2013,Elantra,2.5,3.0,2.0,Sedan,FWD,ELANTRA,ELANTRA
2012 Toyota RAV4,red,PETROL,TOYOTA,AUTOMATIC,235738,10000,SA,2012,RAV4,2.5,2.5,3.0,Compact SUV,AWD,RAV4,RAV4
2010 Nissan Navara,blue,DIESEL,NISSAN,MANUAL,253418,4500,NSW,2010,Navara,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2000 Mitsubishi Lancer,grey,PETROL,MITSUBISHI,AUTOMATIC,161000,5000,NSW,2000,Lancer,2.5,2.0,2.0,Sedan,FWD,LANCER,LANCER
2008 Holden Commodore,silver,PETROL,HOLDEN,AUTOMATIC,240000,15000,SA,2008,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2016 Ford Mustang,grey,OTHER,FORD,MANUAL,80000,55000,SA,2016,Mustang,4.5,3.5,4.0,Coupe,RWD,MUSTANG,MUSTANG
2014 Ford transit,white,DIESEL,FORD,MANUAL,295000,23000,SA,2014,transit,2.0,1.5,4.5,Cargo Van,RWD,TRANSIT,TRANSIT
2000 Holden Commodore,white,PETROL,HOLDEN,AUTOMATIC,12345,14000,SA,2000,Commodore,3.5,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2013 Ford Ranger,white,DIESEL,FORD,MANUAL,245000,22500,SA,2013,Ranger,3.5,2.5,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2006 Nissan Navara,orange,OTHER,NISSAN,AUTOMATIC,238000,11500,QLD,2006,Navara,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2013 Holden Caprice,silver,PETROL,HOLDEN,AUTOMATIC,173000,49500,QLD,2013,Caprice,3.5,4.0,4.5,Sedan,RWD,CAPRICE,CAPRICE
2007 Nissan Navara,blue,DIESEL,NISSAN,AUTOMATIC,253000,3000,QLD,2007,Navara,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2015 Jeep Grand Cherokee,white,DIESEL,JEEP,AUTOMATIC,170000,5000,QLD,2015,Grand Cherokee,3.5,3.5,4.0,Large SUV,4WD,GRAND-CHEROKEE,GRAND-CHEROKEE
2018 Mazda BT-50,white,DIESEL,MAZDA,AUTOMATIC,112000,30000,QLD,2018,BT-50,3.5,2.5,4.0,Dual-Cab UTE,4WD,BT-50,BT-50
2016 Toyota Hilux,silver,DIESEL,TOYOTA,MANUAL,97888,44000,SA,2016,Hilux,3.5,2.5,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2010 Ford Falcon,white,PETROL,FORD,AUTOMATIC,260000,6000,QLD,2010,Falcon,3.0,2.5,4.0,Sedan,RWD,FALCON,FALCON
2010 Hyundai i30,blue,DIESEL,HYUNDAI,AUTOMATIC,85000,7800,VIC,2010,i30,2.5,2.0,2.0,Hatchback,FWD,I30,I30
2008 Nissan GT-R,white,OTHER,NISSAN,AUTOMATIC,77800,108000,VIC,2008,GT-R,4.8,4.0,3.5,Coupe,AWD,GT-R,GT-R
2015 Toyota Hilux,white,DIESEL,TOYOTA,AUTOMATIC,288489,23000,VIC,2015,Hilux,3.0,2.5,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2010 Kia cerato-sli,white,PETROL,KIA,AUTOMATIC,147000,6750,VIC,2010,cerato-sli,2.5,3.0,2.0,Sedan,FWD,CERATO,CERATO
2015 Hyundai iMax,silver,PETROL,HYUNDAI,AUTOMATIC,162000,18500,WA,2015,iMax,2.5,2.5,5.0,Passenger van,RWD,IMAX,IMAX
2009 Jeep Wrangler,yellow,PETROL,JEEP,MANUAL,187873,16999,VIC,2009,Wrangler,2.5,2.0,3.0,SUV,4WD,WRANGLER,WRANGLER
2014 Ford Territory,grey,DIESEL,FORD,AUTOMATIC,340000,4400,WA,2014,Territory,3.0,3.0,4.0,Large SUV,RWD,TERRITORY,TERRITORY
2016 Toyota Hiace,white,DIESEL,TOYOTA,AUTOMATIC,285000,18900,WA,2016,Hiace,2.0,1.5,5.0,Cargo van,RWD,HIACE,HIACE
2020 Ford Ranger,white,DIESEL,FORD,AUTOMATIC,198542,25895,WA,2020,Ranger,3.8,3.2,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2012 Toyota Camry,white,PETROL,TOYOTA,AUTOMATIC,131196,17000,WA,2012,Camry,3.0,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2010 Volkswagen Transporter,white,DIESEL,VOLKSWAGEN,AUTOMATIC,278000,10000,NSW,2010,transporter,2.5,2.5,4.0,Cargo van,FWD,TRANSPORTER,TRANSPORTER
2009 Honda Jazz,white,OTHER,HONDA,AUTOMATIC,84000,6999,QLD,2009,Jazz,2.0,2.5,1.0,Hatchback,FWD,JAZZ,JAZZ
2003 Mitsubishi Lancer,silver,PETROL,MITSUBISHI,AUTOMATIC,250000,3000,SA,2003,Lancer,2.5,2.0,2.0,Sedan,FWD,LANCER,LANCER
2010 Volkswagen Golf,grey,OTHER,VOLKSWAGEN,MANUAL,165000,11000,SA,2010,Golf,2.5,3.0,2.0,Hatchback,FWD,GOLF,GOLF
2006 Holden Commodore,blue,PETROL,HOLDEN,AUTOMATIC,209211,9000,SA,2006,Commodore,3.5,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2015 Honda HR-V,blue,PETROL,HONDA,AUTOMATIC,203000,12900,SA,2015,HR-V,2.5,3.0,2.0,Compact SUV,FWD,HR-V,HR-V
2009 Toyota Corolla,black,PETROL,TOYOTA,AUTOMATIC,300,4900,SA,2009,Corolla,2.5,2.0,2.0,Hatchback,FWD,COROLLA,COROLLA
2008 Toyota Kluger,silver,PETROL,TOYOTA,AUTOMATIC,408000,5500,SA,2008,kluger,3.0,3.0,4.0,Large SUV,AWD,KLUGER,KLUGER
2015 Audi A3,white,OTHER,AUDI,AUTOMATIC,106100,13999,QLD,2015,A3,3.0,4.0,2.0,Sedan,FWD,A3,A3
2012 Kia Sportage,white,PETROL,KIA,AUTOMATIC,147000,6800,QLD,2012,Sportage,2.5,2.5,3.0,Compact SUV,FWD,SPORTAGE,SPORTAGE
2017 Subaru WRX,white,PETROL,SUBARU,AUTOMATIC,126000,24000,NSW,2017,WRX,4.0,2.5,2.0,Sedan,AWD,WRX,WRX
2006 Toyota Corolla,white,PETROL,TOYOTA,MANUAL,185000,5000,NSW,2006,Corolla,2.5,2.0,2.0,Sedan,FWD,COROLLA,COROLLA
2007 Toyota Corolla,silver,PETROL,TOYOTA,AUTOMATIC,166000,5900,NSW,2007,Corolla,2.5,2.0,2.0,Hatchback,FWD,COROLLA,COROLLA
2015 Ford Everest,white,DIESEL,FORD,AUTOMATIC,160000,22500,VIC,2015,Everest,3.0,3.0,4.0,Large SUV,4WD,EVEREST,EVEREST
2012 Suzuki Swift,red,PETROL,SUZUKI,AUTOMATIC,205000,8000,VIC,2012,Swift,2.5,2.0,1.5,Hatchback,FWD,SWIFT,SWIFT
2010 Toyota Camry,silver,HYBRID,TOYOTA,AUTOMATIC,625000,3500,VIC,2010,Camry,3.0,3.5,3.0,Sedan,FWD,CAMRY,CAMRY
2014 BMW X5,white,DIESEL,BMW,AUTOMATIC,144550,16500,VIC,2014,X5,3.5,4.0,4.0,Large SUV,AWD,X5,X5
2015 Ford Ranger,grey,DIESEL,FORD,AUTOMATIC,164000,30000,WA,2015,Ranger,3.5,3.0,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2011 Kia Cerato,silver,OTHER,KIA,AUTOMATIC,165000,9000,WA,2011,Cerato,2.5,2.0,2.0,Sedan,FWD,CERATO,CERATO
2018 Toyota Hiace,white,DIESEL,TOYOTA,AUTOMATIC,155000,26499,WA,2018,Hiace,2.5,2.0,4.0,Cargo Van,RWD,HIACE,HIACE
2016 Hyundai i30,silver,PETROL,HYUNDAI,AUTOMATIC,93839,14900,WA,2016,i30,2.5,3.0,2.0,Hatchback,FWD,I30,I30
2017 Toyota corolla ascent zre182r,white,OTHER,TOYOTA,AUTOMATIC,128000,17000,WA,2017,corolla ascent zre182r,2.5,2.0,2.0,Hatchback,FWD,COROLLA,COROLLA
2004 Holden Calais,red,PETROL,HOLDEN,AUTOMATIC,320000,4000,WA,2004,Calais,3.5,4.0,4.0,Sedan,RWD,CALAIS,CALAIS
2021 Hyundai Kona,black,OTHER,HYUNDAI,AUTOMATIC,45000,18000,VIC,2021,Kona,3.0,3.5,2.0,Compact SUV,FWD,KONA,KONA
2017 Toyota Landcruiser Prado,grey,DIESEL,TOYOTA,AUTOMATIC,119000,57000,VIC,2017,Landcruiser Prado,3.5,3.5,4.0,Large SUV,4WD,LANDCRUISER,LANDCRUISER-PRADO
2007 Subaru Impreza,silver,PETROL,SUBARU,AUTOMATIC,200000,5000,WA,2007,Impreza,3.0,2.5,2.0,Sedan,AWD,IMPREZA,IMPREZA
2012 Holden Cruze ,black,PETROL,HOLDEN,AUTOMATIC,146858,4500,SA,2012,cruze,2.5,2.0,2.0,Sedan,FWD,CRUZE,CRUZE
2018 Volkswagen Tiguan,white,OTHER,VOLKSWAGEN,AUTOMATIC,146000,13500,QLD,2018,Tiguan,3.0,3.5,3.0,Medium SUV,AWD,TIGUAN,TIGUAN
2014 Hyundai Elantra,silver,PETROL,HYUNDAI,AUTOMATIC,181673,6300,NSW,2014,Elantra,2.5,2.0,2.0,Sedan,FWD,ELANTRA,ELANTRA
2005 Mitsubishi Mitsubishi triron,white,PETROL,MITSUBISHI,MANUAL,277380,3750,NSW,2005,triron,2.5,2.0,4.0,Dual-Cab UTE,4WD,TRITON,TRITON
2012 Toyota Yaris,grey,PETROL,TOYOTA,AUTOMATIC,183000,8500,NSW,2012,Yaris,2.0,2.0,1.0,Hatchback,FWD,YARIS,YARIS
2023 BMW M3,grey,PETROL,BMW,AUTOMATIC,4000,153000,NSW,2023,series 3,4.8,4.5,3.0,Sedan,AWD,M3,M3
2023 Volkswagen TROC R ,blue,PETROL,VOLKSWAGEN,AUTOMATIC,18000,43900,NSW,2023,troc r,4.5,4.0,2.0,Compact SUV,AWD,T-ROC,T-ROC-R
2013 Ford Falcon,blue,OTHER,FORD,AUTOMATIC,135000,10000,SA,2013,Falcon,3.5,3.0,4.0,Sedan,RWD,FALCON,FALCON
2019 Toyota Landcruiser Prado,white,DIESEL,TOYOTA,AUTOMATIC,158000,47500,SA,2019,Landcruiser Prado,3.0,3.5,4.0,Large SUV,4WD,LANDCRUISER,LANDCRUISER-PRADO
2018 Toyota Camry,white,PETROL,TOYOTA,AUTOMATIC,122000,21000,SA,2018,Camry,3.0,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2011 Holden Commodore,black,PETROL,HOLDEN,AUTOMATIC,350,4500,SA,2011,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2007 Nissan Navara,black,DIESEL,NISSAN,AUTOMATIC,10480,8000,SA,2007,Navara,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2006 Toyota Hilux,silver,PETROL,TOYOTA,AUTOMATIC,414500,15000,SA,2006,Hilux,2.5,2.0,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2000 Nissan Pulsar,silver,PETROL,NISSAN,MANUAL,310000,7500,QLD,2000,Pulsar,2.5,2.0,2.0,Sedan,FWD,PULSAR,PULSAR
2014 Mitsubishi Lancer,grey,PETROL,MITSUBISHI,AUTOMATIC,365000,4000,QLD,2014,Lancer,2.5,2.0,2.0,Sedan,FWD,LANCER,LANCER
2024 Ford Ranger,white,DIESEL,FORD,AUTOMATIC,16000,68000,QLD,2024,Ranger,3.8,3.5,4.5,Dual-Cab UTE,4WD,RANGER,RANGER
2021 Jeep Gladiator Night Eagle,grey,PETROL,JEEP,AUTOMATIC,91000,40600,VIC,2021,gladiator night eagle,3.5,2.5,5.0,Dual-Cab UTE,4WD,GLADIATOR,GLADIATOR
2013 Toyota RAV4,white,PETROL,TOYOTA,AUTOMATIC,92500,16800,VIC,2013,RAV4,3.0,2.5,3.0,Compact SUV,AWD,RAV4,RAV4
2002 Holden Commodore,black,PETROL,HOLDEN,AUTOMATIC,210000,11000,VIC,2002,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2010 Subaru Forester,white,PETROL,SUBARU,AUTOMATIC,300040,7200,VIC,2010,Forester,3.0,2.5,3.0,Compact SUV,AWD,FORESTER,FORESTER
2015 Honda Civic VTi-L AUTO with long rego,red,PETROL,HONDA,AUTOMATIC,131641,14300,WA,2015,civic vti-l auto with long rego,3.0,2.5,2.0,Sedan,FWD,CIVIC,CIVIC
2016 Volkswagen Transporter,white,DIESEL,VOLKSWAGEN,AUTOMATIC,245000,14500,VIC,2016,transporter,2.5,2.0,4.0,Van,FWD,TRANSPORTER,TRANSPORTER
2017 Toyota Camry,grey,PETROL,TOYOTA,AUTOMATIC,218500,12500,WA,2017,Camry,3.0,3.5,3.0,Sedan,FWD,CAMRY,CAMRY
2008 Holden Astra,silver,OTHER,HOLDEN,AUTOMATIC,165000,4000,WA,2008,Astra,2.5,2.0,2.0,Hatchback,FWD,ASTRA,ASTRA
2004 Holden Commodore,blue,PETROL,HOLDEN,AUTOMATIC,300000,12500,WA,2004,Commodore,3.5,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2016 Toyota Landcruiser,white,DIESEL,TOYOTA,MANUAL,242000,57200,WA,2016,Landcruiser,3.5,3.0,4.5,Large SUV,4WD,LAND-CRUISER,LAND-CRUISER
2014 Holden commodore sv6 storm vf auto my14,red,PETROL,HOLDEN,AUTOMATIC,187000,20000,VIC,2014,commodore sv6 storm vf auto my14,3.5,3.0,4.0,Sedan,RWD,COMMODORE,COMMODORE-SV6-STORM
2018 Toyota Camry,white,HYBRID,TOYOTA,AUTOMATIC,229664,23500,VIC,2018,Camry,3.0,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2022 BMW X6,brown,DIESEL,BMW,AUTOMATIC,39000,90000,VIC,2022,X6,4.0,4.5,4.0,SUV,AWD,X6,X6
2012 Mazda CX-9,black,PETROL,MAZDA,AUTOMATIC,193000,11000,NSW,2012,CX-9,3.5,3.0,4.0,Large SUV,AWD,CX-9,CX-9
2018 Hyundai Kona,white,PETROL,HYUNDAI,AUTOMATIC,118000,16500,WA,2018,Kona,2.5,3.0,2.0,Compact SUV,FWD,KONA,KONA
2012 Ford Mondeo,grey,DIESEL,FORD,AUTOMATIC,293286,2750,WA,2012,Mondeo,3.0,2.5,3.5,Liftback,FWD,MONDEO,MONDEO
2009 Toyota  Camry,white,OTHER,TOYOTA,AUTOMATIC,250000,4000,WA,2009,Camry,3.0,2.5,3.0,Sedan,FWD,CAMRY,CAMRY
2010 Nissan Tiida,silver,PETROL,NISSAN,AUTOMATIC,174000,3900,NSW,2010,Tiida,2.0,2.0,2.0,Hatchback,FWD,TIIDA,TIIDA
2012 Nissan Dualis ,black,PETROL,NISSAN,AUTOMATIC,190000,7300,NSW,2012,dualis,2.5,3.0,2.0,Compact SUV,AWD,DUALIS,DUALIS
2007 Honda Jazz,blue,PETROL,HONDA,AUTOMATIC,142000,5000,SA,2007,Jazz,2.5,2.0,2.0,Hatchback,FWD,JAZZ,JAZZ
2016 Mitsubishi Outlander,grey,PETROL,MITSUBISHI,AUTOMATIC,17100,15500,SA,2016,Outlander,3.0,3.0,3.0,Medium SUV,AWD,OUTLANDER,OUTLANDER
2007 Holden Commodore,grey,OTHER,HOLDEN,AUTOMATIC,188000,6750,SA,2007,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2002 Holden Commodore,white,PETROL,HOLDEN,AUTOMATIC,262000,5990,SA,2002,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2014 Nissan X-Trail,silver,PETROL,NISSAN,AUTOMATIC,148000,15000,NSW,2014,X-Trail,2.5,2.0,3.0,Medium SUV,AWD,X-TRAIL,X-TRAIL
2012 Volkswagen Jetta,grey,PETROL,VOLKSWAGEN,AUTOMATIC,165000,7200,SA,2012,Jetta,3.0,3.5,3.0,Sedan,FWD,JETTA,JETTA
2001 Jeep Wrangler,blue,PETROL,JEEP,MANUAL,201000,5500,VIC,2001,Wrangler,2.5,2.0,2.0,Convertible,4WD,WRANGLER,WRANGLER
2006 Subaru Forester,grey,PETROL,SUBARU,AUTOMATIC,168000,5750,VIC,2006,Forester,3.0,3.0,3.0,SUV,AWD,FORESTER,FORESTER
2011 Volkswagen Golf,grey,PETROL,VOLKSWAGEN,AUTOMATIC,148000,2800,SA,2011,Golf,3.0,3.5,2.0,Hatchback,FWD,GOLF,GOLF
2012 Toyota Hiace Super GL,white,DIESEL,TOYOTA,AUTOMATIC,227800,25000,VIC,2012,hiace super gl,2.0,2.0,4.0,Cargo van,RWD,HIACE,HIACE
2014 Ford Ranger,white,DIESEL,FORD,AUTOMATIC,268596,19000,WA,2014,Ranger,3.0,2.5,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2008 Hyundai Getz,silver,PETROL,HYUNDAI,AUTOMATIC,173000,4000,NSW,2008,Getz,2.0,1.5,1.0,Hatchback,FWD,GETZ,GETZ
2005 Toyota Hiace,silver,PETROL,TOYOTA,AUTOMATIC,327000,8500,NSW,2005,Hiace,2.0,1.5,4.0,Van,RWD,HIACE,HIACE
2014 Toyota Corolla,white,PETROL,TOYOTA,AUTOMATIC,183300,11500,WA,2014,Corolla,2.5,2.5,2.0,Hatchback,FWD,COROLLA,COROLLA
2010 Holden Commodore,green,PETROL,HOLDEN,AUTOMATIC,228032,18500,WA,2010,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2009 Toyota Corolla,silver,PETROL,TOYOTA,AUTOMATIC,256000,4800,WA,2009,Corolla,2.5,2.0,2.0,Hatchback,FWD,COROLLA,COROLLA
2025 Toyota Hiace,white,DIESEL,TOYOTA,AUTOMATIC,8300,62000,WA,2025,Hiace,3.0,2.0,4.0,Cargo van,RWD,HIACE,HIACE
2008 Audi TT,grey,PETROL,AUDI,AUTOMATIC,164400,14000,WA,2008,TT,3.8,4.0,2.0,Coupe,AWD,TT,TT
2010 Hyundai i20,red,PETROL,HYUNDAI,MANUAL,234000,2900,QLD,2010,i20,2.0,2.0,1.0,Hatchback,FWD,I20,I20
2009 Ford Ranger,white,DIESEL,FORD,MANUAL,176000,5500,QLD,2009,Ranger,3.5,2.5,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2022 Mazda BT-50,grey,DIESEL,MAZDA,AUTOMATIC,85000,65000,QLD,2022,BT-50,3.5,3.5,4.0,Dual-Cab UTE,4WD,BT-50,BT-50
2014 Subaru Forester,grey,PETROL,SUBARU,AUTOMATIC,158000,12800,QLD,2014,Forester,3.0,3.0,3.0,SUV,AWD,FORESTER,FORESTER
2019 Mercedes-Benz gle,white,OTHER,MERCEDES-BENZ,AUTOMATIC,1000,3000,VIC,2019,gle,3.5,4.5,4.0,Large SUV,AWD,GLE,GLE
2019 Ford Mustang,white,PETROL,FORD,AUTOMATIC,35362,57500,QLD,2019,Mustang,4.0,3.5,3.0,Coupe,RWD,MUSTANG,MUSTANG
2017 Toyota Landcruiser 200,grey,DIESEL,TOYOTA,AUTOMATIC,162000,63000,VIC,2017,Landcruiser 200,3.5,4.0,5.0,Large SUV,4WD,LANDCRUISER,LANDCRUISER-200
2007 Subaru Impreza,black,PETROL,SUBARU,MANUAL,157900,13000,SA,2007,Impreza,3.0,2.5,2.0,Sedan,AWD,IMPREZA,IMPREZA
2009 Hyundai i30,silver,PETROL,HYUNDAI,MANUAL,275000,2500,SA,2009,i30,2.5,2.0,2.0,Hatchback,FWD,I30,I30
2017 Toyota Camry,grey,PETROL,TOYOTA,AUTOMATIC,286000,10000,SA,2017,Camry,3.0,3.5,3.0,Sedan,FWD,CAMRY,CAMRY
2004 Nissan Pulsar,gold,PETROL,NISSAN,AUTOMATIC,268000,3500,SA,2004,Pulsar,2.5,2.0,2.0,Hatchback,FWD,PULSAR,PULSAR
2023 Toyota Hilux,grey,DIESEL,TOYOTA,AUTOMATIC,54000,66000,SA,2023,Hilux,3.5,3.0,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2018 Volkswagen tiguan r-line 162tsi,white,PETROL,VOLKSWAGEN,AUTOMATIC,82200,28900,SA,2018,tiguan r-line 162tsi,4.0,4.5,3.5,Medium SUV,AWD,TIGUAN,TIGUAN
2008 Toyota Hiace,white,DIESEL,TOYOTA,MANUAL,300417,14000,SA,2008,Hiace,2.5,1.5,4.0,Cargo van,RWD,HIACE,HIACE
2014 Mitsubishi Lancer,grey,PETROL,MITSUBISHI,MANUAL,176000,5500,WA,2014,Lancer,2.5,2.0,2.0,Sedan,FWD,LANCER,LANCER
2004 Holden Rodeo,gold,PETROL,HOLDEN,MANUAL,373000,5499,WA,2004,Rodeo,2.5,1.5,4.0,Dual-Cab UTE,4WD,RODEO,RODEO
